accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
KM198561	KM198561.1	Hu/GII/30303/2009/VNM	2009-11-23	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198561	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1919	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198583	KM198583.1	Hu/GII/20493/2010/VNM	2010-03-19	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198583	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1919	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KC597140	KC597140.1	KC597140	2011-05-05	North America	USA	Maryland		7376	Homo sapiens		2013-04-02	2013-10-23		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC597140	GII.3	Could not assign	0.9531937591678892	"3CLpro:1,NTPase:1,ORF1:0.9405882352941176,RdRp:0.8392156862745098,VP1:1,VP2:0.9358490566037736,VPg:1,p22:1,p48:0.9427710843373494"	243	1868	0							1	1	1	0.9427710843373494	0.8392156862745098	1	0.9358490566037736	1	GII.3	GII	GII.3		Could not assign	GII	Could not assign	
KC597141	KC597141.1	KC597141	2011-08-11	North America	USA	Maryland		6485	Homo sapiens		2013-04-02	2013-10-23		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC597141	GII.3	GII.P29 (GII.Pa)	0.8039738631817576	"3CLpro:1,NTPase:1,ORF1:0.8482352941176471,RdRp:0.49607843137254903,VP1:0.06469500924214418,VPg:1,p22:1,p48:1"	409	1476	0						"ORF1:1443-1700,RdRp:254-510,VP1:141-541"	1	1	1	1	0.49607843137254903	0.064695009	0	1	GII.3	GII	GII.3		GII.P29 (GII.Pa)	GII	GII.P21	
KF306213	KF306213.1	KF306213	2013-04-XX	Asia	China			7578	Homo sapiens		2013-10-05	2014-04-16		Huo et al.	"Huo,Y.,Cai,A.,Yang,H.,Zhou,M.,Yan,J.,Liu,D.,Shen,S.,Huo,Y.Q.,Zhou,M.L.,Cai,A.L.,Yan,J.X.,Liu,D.X."	"Wuhan Institute of Biological Products, Gene Department"	https://www.ncbi.nlm.nih.gov/nuccore/KF306213	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1954	0							1	1	1	1	1	1	1	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
GU980585	GU980585.1	CBNU1	2006-XX-XX	Asia	South Korea			7577	Homo sapiens		2010-07-18	2010-08-10		Yun et al.	"Yun,S.I.,Kim,J.K.,Song,B.H.,Jeong,A.Y.,Jee,Y.M.,Lee,C.H.,Paik,S.Y.,Koo,Y.,Jeon,I.,Byun,S.J.,Lee,Y.M.,Yun,S.-I.,Kim,J.-K.,Song,B.-H.,Jeong,A.-Y.,Jee,Y.-M.,Lee,C.-H.,Paik,S.-Y.,Lee,Y.-M."	"Chungbuk National University, Department of Microbiology, College of Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/GU980585	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9722735674676525,VP2:0.9735849056603774,VPg:1,p22:1,p48:1"	0	1933	0						"VP1:292-300,VP2:150-156"	1	1	1	1	1	0.9722735674676525	0.9735849056603774	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
GU991355	GU991355.1	Hu/Shanghai/SH312/2009/CHN	2009-01-XX	Asia	China			7544	Homo sapiens		2010-04-25	2012-02-27		Shen et al.	"Shen,Q.,Zhang,W.,Yang,S.,Chen,Y.,Shan,T.,Cui,L.,Hua,X."	"School of Agriculture and Biology, Shanghai JiaoTong University"	https://www.ncbi.nlm.nih.gov/nuccore/GU991355	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9773584905660377,VPg:1,p22:1,p48:1"	0	1957	0						"VP1:292-302,VP2:242-247"	1	1	1	1	1	0.9685767097966729	0.9773584905660377	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MN248518	MN248518.1	6	2016-05-XX	Europe	Belgium			7509	Homo sapiens		2019-08-07	2019-08-07		Van Dycke et al.	"Van Dycke,J."	"Rega Institute - KU Leuven, Department of Microbiology, Immunology and Transplantation"	https://www.ncbi.nlm.nih.gov/nuccore/MN248518	GII.4	GII.P4	0.9945326043472464	"3CLpro:0.9613259668508287,NTPase:1,ORF1:0.99,RdRp:0.9882352941176471,VP1:0.9907578558225508,VP2:1,VPg:0.9699248120300752,p22:1,p48:1"	41	1229	0							0.9613259668508287	1	1	1	0.9882352941176471	0.9907578558225508	1	0.9699248120300752	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MN588299	MN588299.1	HNV1	2019-07-20	Asia	China			7545	Homo sapiens		2021-01-01	2021-01-01		Zhao et al.	"Zhao,Y.L.,sun,Q.M.,Zhang,L.S."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MN588299	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1275	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MN588300	MN588300.1	HNV6	2019-06-21	Asia	China			7545	Homo sapiens		2021-01-01	2021-01-01		Zhao et al.	"Zhao,Y.L.,sun,Q.M.,Zhang,L.S."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MN588300	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1267	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MN588305	MN588305.1	HNV21	2019-08-03	Asia	China			7545	Homo sapiens		2021-01-01	2021-01-01		Zhao et al.	"Zhao,Y.L.,sun,Q.M.,Zhang,L.S."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MN588305	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1273	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MT026582	MT026582.1	Hu/US/2019/GII.4[P4]/Aiken0160	2019-04-09	North America	USA			7557	Homo sapiens		2020-02-12	2020-02-12		Montmayeur et al.	"Montmayeur,A.M.,Flores,H.,Tatusov,R.L.,Chhabra,P.,Vinje,J."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT026582	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1268	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MT031821	MT031821.1	Hu/US/2019/GII.4 Sydney[P16]/Davidson0138	2019-01-30	North America	USA			7560	Homo sapiens		2020-02-12	2020-02-12		Montmayeur et al.	"Montmayeur,A.M.,Thomas,L.S.,Tatusov,R.L.,Chhabra,P.,Vinje,J."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT031821	GII.4	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	195	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MT032004	MT032004.1	Hu/US/2018/GII.4 Sydney[P16]/Buchanan0126	2018-06-18	North America	USA			7564	Homo sapiens		2020-02-12	2020-02-12		Montmayeur et al.	"Montmayeur,A.M.,Dickinson,M.K.,Tatusov,R.L.,Chhabra,P.,Vinje,J."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT032004	GII.4	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	137	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MT238670	MT238670.1	259-1	2018-12-17	North America	USA			7567	Homo sapiens		2020-05-01	2020-05-01		Yang et al.	"Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R."	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT238670	GII.4	GII.P16	0.9994665955460728	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579"	0	66	0							1	1	1	0.9939759036144579	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MT344179	MT344179.1	526-2	2015-12-17	North America	USA			7465	Homo sapiens		2020-05-01	2020-05-01		Yang et al.	"Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R."	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT344179	GII.4	GII.P16	0.9926656887585013	"3CLpro:1,NTPase:0.9890710382513661,ORF1:0.9888235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9548192771084337"	11	95	0							1	0.9890710382513661	1	0.9548192771084337	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MT362912	MT362912.1	432-1	2017-04-10	North America	USA			7553	Homo sapiens		2020-06-01	2020-06-01		Silva et al.	"Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S."	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362912	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1273	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MT474038	MT474038.1	JH16	2014-01-10	South America	Brazil	Belem	Pa	7503	Homo sapiens		2020-05-15	2020-05-15		Hernandez et al.	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474038	GII.4	GII.P31 (GII.Pe)	0.9991998933191092	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579"	0	1239	0							1	1	1	0.9939759036144579	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MT474048	MT474048.1	JH37	2013-03-14	South America	Brazil	Manaus	Am	7503	Homo sapiens		2020-05-15	2020-05-15		Hernandez et al.	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474048	GII.4	GII.P31 (GII.Pe)	0.9991998933191092	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579"	0	1227	0							1	1	1	0.9939759036144579	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MT735394	MT735394.1	Hu/NL/2017/ GII.4 Hong Kong[P31]/Zandvoort/0471	2017-11-17	Europe	Netherlands			7552	Homo sapiens		2021-01-13	2021-01-13		Chan et al.	"Chan,M.C.,Roy,S.,Bonifacio,J.,Zhang,L.Y.,Chhabra,P.,Chan,J.C.M.,Celma,C.,Igoy,M.A.,Lau,S.L.,Mohammad,K.N.,Vinje,J.,Vennema,H.,Breuer,J.,Koopmans,M.,de Graaf,M.,Schmitz,D.,Koopmans,M.P."	"Erasmus MC, Viroscience"	https://www.ncbi.nlm.nih.gov/nuccore/MT735394	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1476	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MW019621	MW019621.1	4020	2017-10-25	Africa	Botswana	Kgatleng District	Mochudi (Kgatleng District)	7128	Homo sapiens		2020-10-29	2020-10-29		Makhaola et al.	"Makhaola,K.,Moyo,S.,Kebaabetswe,L.P."	"Botswana International University of Science and Technology, Biosciences and Biotechnology"	https://www.ncbi.nlm.nih.gov/nuccore/MW019621	GII.4	GII.P31 (GII.Pe)	0.9505267368982532	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:0.539622641509434,VPg:1,p22:0.9774011299435028,p48:0.9969879518072289"	0	1216	0						"ORF1:858-860,p22:160-162"	1	1	0.9774011299435028	0.9969879518072289	1	1	0.539622642	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MW019957	MW019957.1	1089	2017-11-21	Africa	Botswana	Southern East	Gaborone (Southern East)	7023	Homo sapiens		2020-12-29	2020-12-29		Makhaola et al.	"Makhaola,K.,Moyo,S.,Kebaabetswe,L.P."	"Botswana International University of Science and Technology, Biosciences and Biotechnology"	https://www.ncbi.nlm.nih.gov/nuccore/MW019957	GII.4	GII.P31 (GII.Pe)	0.9365248699826644	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:0.4075471698113208,VPg:1,p22:0.9774011299435028,p48:0.9969879518072289"	0	1250	0						"ORF1:858-860,p22:160-162"	1	1	0.9774011299435028	0.9969879518072289	1	1	0.4075471698113208	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MW019958	MW019958.1	1137	2018-09-25	Africa	Botswana	Southern East	Gaborone (Southern East)	7017	Homo sapiens		2020-12-29	2020-12-29		Makhaola et al.	"Makhaola,K.,Moyo,S.,Kebaabetswe,L.P."	"Botswana International University of Science and Technology, Biosciences and Biotechnology"	https://www.ncbi.nlm.nih.gov/nuccore/MW019958	GII.4	GII.P31 (GII.Pe)	0.9357247633017736	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:0.4,VPg:1,p22:0.9774011299435028,p48:0.9969879518072289"	0	1293	0						"ORF1:858-860,p22:160-162"	1	1	0.9774011299435028	0.9969879518072289	1	1	0.4	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MW045405	MW045405.1	1065	2017-04-13	Africa	Botswana	Southern East	Gaborone (Southern East)	7020	Homo sapiens		2020-12-29	2020-12-29		Makhaola et al.	"Makhaola,K.,Moyo,S.,Kebaabetswe,L.P."	"Botswana International University of Science and Technology, Biosciences and Biotechnology"	https://www.ncbi.nlm.nih.gov/nuccore/MW045405	GII.4	GII.P13	0.9361248166422188	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:0.4037735849056604,VPg:1,p22:0.9774011299435028,p48:0.9969879518072289"	0	1379	0						"ORF1:858-860,p22:160-162"	1	1	0.9774011299435028	0.9969879518072289	1	1	0.4037735849056604	1	GII.4	GII	GII.4		GII.P13	GII	GII.P13	
MW284782	MW284782.1	P1D5	2013-12-XX	Europe	United Kingdom	Liverpool		7503	Homo sapiens		2020-11-28	2020-11-28		Kelly et al.	"Kelly,D.,Jere,K.C.,Darby,A.C.,Allen,D.J.,Iturriza-Gomara,M."	"University of Liverpool, Institute of Infection, Veterinary and Ecological Sciences."	https://www.ncbi.nlm.nih.gov/nuccore/MW284782	GII.4	GII.P4	0.9995999466595548	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	1227	0							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218605	MH218605.1	NORO_134_07_02_2015	2015-02-07	Europe	United Kingdom			7559	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218605	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1236	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MH218617	MH218617.1	NORO_147_05_01_2015	2015-01-05	Europe	United Kingdom			7570	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218617	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1238	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218670	MH218670.1	NORO_212_17_12_2015	2015-12-17	Europe	United Kingdom			7550	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218670	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1285	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218691	MH218691.1	NORO_234_25_01_2016	2016-01-25	Europe	United Kingdom			7550	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218691	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1288	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218704	MH218704.1	NORO_46_24_08_2014	2014-08-24	Europe	United Kingdom			7569	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218704	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1231	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218705	MH218705.1	NORO_47_29_07_2014	2014-07-29	Europe	United Kingdom			7563	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218705	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1234	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MH218714	MH218714.1	NORO_58-1_13_10_2015	2015-10-13	Europe	United Kingdom			7513	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218714	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1252	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH218718	MH218718.1	NORO_68-6_28_08_2014	2014-08-28	Europe	United Kingdom			7546	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218718	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1240	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
MH260499	MH260499.1	ST155	2017-XX-XX	North America	USA			7481	Homo sapiens		2018-06-16	2018-06-16		Casto et al.	"Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A."	"University of Washington, Department of Laboratory Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MH260499	GII.4	GII.P16	0.9970662755034004	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9735849056603774,VPg:1,p22:1,p48:1"	0	120	0							1	1	1	1	1	1	0.9735849056603774	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MH260508	MH260508.1	ST103	2017-XX-XX	North America	USA			7550	Homo sapiens		2018-06-16	2018-06-16		Casto et al.	"Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A."	"University of Washington, Department of Laboratory Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MH260508	GII.4	GII.P16	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	136	0							1	1	1	0.9969879518072289	1	1	1	1	GII.4	GII	GII.4		GII.P16	GII	GII.P16	
MH702256	MH702256.1	MH702256	2015-09-13	Asia	Cambodia			6934	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702256	GII.4	GII.P31 (GII.Pe)	0.9233231097479664	"3CLpro:1,NTPase:1,ORF1:0.918235294117647,RdRp:1,VP1:0.9963031423290203,VP2:0.8,VPg:0.9924812030075187,p22:1,p48:0.5843373493975904"	0	1127	4							1	1	1	0.5843373493975904	1	0.9963031423290203	0.8	0.9924812030075187	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MH702258	MH702258.1	MH702258	2013-03-07	Asia	Nepal			7238	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702258	GII.4	GII.P31 (GII.Pe)	0.9613281770902788	"3CLpro:1,NTPase:1,ORF1:0.9441176470588235,RdRp:1,VP1:1,VP2:0.9962264150943396,VPg:1,p22:1,p48:0.713855421686747"	0	1150	5							1	1	1	0.713855422	1	1	0.9962264150943396	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
MH702269	MH702269.1	MH702269	2012-11-22	Asia	Bhutan			7509	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702269	GII.4	GII.P31 (GII.Pe)	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:0.9980392156862745,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1229	1							1	1	1	1	0.9980392156862745	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
